Id,Model,Price,Age_08_04,Color,,,,,,,,,,,,,
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,Grey,,,,,,,,,,,,,
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,Grey,,,,,,,,,,,,,
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,Blue,,,,,,,,,,,,,
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,Green,,,,,,,,,,,,,
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,80,Red,,,,,,,,,,,,,
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,70,Grey,,,,,,,,,,,,,
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,Blue,,,,,,,,,,,,,
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,White,,,,,,,,,,,,,
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,Grey,,,,,,,,,,,,,
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,Green,,,,,,,,,,,,,
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,Green,,,,,,,,,,,,,
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,69,Blue,,,,,,,,,,,,,
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,Blue,,,,,,,,,,,,,
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,73,Black,,,,,,,,,,,,,
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,Grey,,,,,,,,,,,,,
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,Green,,,,,,,,,,,,,
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,White,,,,,,,,,,,,,
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,Red,,,,,,,,,,,,,
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,Red,,,,,,,,,,,,,
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,Grey,,,,,,,,,,,,,
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,Green,,,,,,,,,,,,,
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,Green,,,,,,,,,,,,,
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,Red,,,,,,,,,,,,,
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,Red,,,,,,,,,,,,,
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,78,Grey,,,,,,,,,,,,,
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,75,Red,,,,,,,,,,,,,
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,Blue,,,,,,,,,,,,,
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,Green,,,,,,,,,,,,,
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,Blue,,,,,,,,,,,,,
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,Green,,,,,,,,,,,,,
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,Red,,,,,,,,,,,,,
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,Red,,,,,,,,,,,,,
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,76,Red,,,,,,,,,,,,,
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,Grey,,,,,,,,,,,,,
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,Green,,,,,,,,,,,,,
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,Grey,,,,,,,,,,,,,
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,Blue,,,,,,,,,,,,,
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,Silver,,,,,,,,,,,,,
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,71,Green,,,,,,,,,,,,,
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,Grey,,,,,,,,,,,,,
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,73,Grey,,,,,,,,,,,,,
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,Green,,,,,,,,,,,,,
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,Blue,,,,,,,,,,,,,
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,Blue,,,,,,,,,,,,,
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,69,Red,,,,,,,,,,,,,
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,Blue,,,,,,,,,,,,,
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,Grey,,,,,,,,,,,,,
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,Grey,,,,,,,,,,,,,
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,White,,,,,,,,,,,,,
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,Black,,,,,,,,,,,,,
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,Black,,,,,,,,,,,,,
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,Green,,,,,,,,,,,,,
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,Red,,,,,,,,,,,,,
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,Red,,,,,,,,,,,,,
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,Green,,,,,,,,,,,,,
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,Red,,,,,,,,,,,,,
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,Beige,,,,,,,,,,,,,
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,Red,,,,,,,,,,,,,
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,Green,,,,,,,,,,,,,
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,Blue,,,,,,,,,,,,,
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,Red,,,,,,,,,,,,,
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,Red,,,,,,,,,,,,,
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,Silver,,,,,,,,,,,,,
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,Silver,,,,,,,,,,,,,
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,Blue,,,,,,,,,,,,,
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,White,,,,,,,,,,,,,
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,Green,,,,,,,,,,,,,
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,Blue,,,,,,,,,,,,,
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,Blue,,,,,,,,,,,,,
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,Grey,,,,,,,,,,,,,
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,Blue,,,,,,,,,,,,,
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,Grey,,,,,,,,,,,,,
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,Green,,,,,,,,,,,,,
